A002,IRKUT,A-002,G,P
SS2T,MARSH,Turbo Thrush,L,T
SS2T,SERV-AERO,S-2 Thrush (turboprop conversions),L,T
SS2T,SERV-AERO,Thrush (turboprop conversions),L,T
SS2T,TERR-MAR,Turbo Sea Thrush,L,T
SSAB,NORTH AMERICAN,F-100 Super Sabre,L,J
SSAB,NORTH AMERICAN,Super Sabre,L,J
SSTM,SG AVIATION,Sea Storm,A,P
ST1,PHILLIPS,Speedtwin,L,P
ST1,PHILLIPS,ST-1 Speedtwin,L,P
ST1,SPEEDTWIN,E2E Speedtwin,L,P
ST1,SPEEDTWIN,Speedtwin,L,P
ST10,SOCATA,Diplomate,L,P
ST10,SOCATA,Provence,L,P
ST10,SOCATA,ST-10 Diplomate,L,P
ST10,SOCATA,ST-10 Provence,L,P
ST10,SOCATA,ST-10 Super Horizon,L,P
ST10,SOCATA,Super Horizon,L,P
ST30,PANZL,S-330,L,P
ST30,STAUDACHER,S-300,L,P
ST50,ISRAVIATION,ST-50,L,T
ST60,STAUDACHER,S-600,L,P
ST75,BOEING,75 Kaydet,L,P
ST75,BOEING,Kaydet,L,P
ST75,BOEING,N2S Kaydet,L,P
ST75,BOEING,PT-13 Kaydet,L,P
ST75,BOEING,PT-17 Kaydet,L,P
ST75,BOEING,PT-18 Kaydet,L,P
ST75,BOEING,PT-27 Kaydet,L,P
ST75,STEARMAN,75 Kaydet,L,P
ST75,STEARMAN,Kaydet,L,P
ST75,STEARMAN,PT-13 Kaydet,L,P
ST75,STEARMAN,PT-17 Kaydet,L,P
ST87,STERN,Europlane,L,P
ST87,STERN,ST-87 Europlane,L,P
STAL,AIRCRAFT DESIGNS,Stallion,L,P
STAL,AIRCRAFT DESIGNS,Super Stallion,L,P
STAR,BEECH,2000 Starship,L,T
STAR,BEECH,Starship,L,T
STAR,RAYTHEON,2000 Starship,L,T
STAR,RAYTHEON,Starship,L,T
STFF,STATLER,Firefly,L,P
STIL,TERZI,Stiletto,L,P
STIL,TERZI,T-9 Stiletto,L,P
STLN,HELIO,AU-24 Stallion,L,T
STLN,HELIO,HST-550 Stallion,L,T
STLN,HELIO,Stallion,L,T
STOR,SLEPCEV,SS-4 Storch,L,P
STOR,SLEPCEV,Storch,L,P
STOR,STORCH AVIATION,SS-4 Storch,L,P
STOR,STORCH AVIATION,SS-4 Super Storch,L,P
STOR,STORCH AVIATION,Storch,L,P
STOR,STORCH AVIATION,Super Storch,L,P
STR2,STROJNIK,S-2,L,P
STRA,STRIPLIN,Lone Ranger,L,P
STRA,STRIPLIN,Sky Ranger,L,P
STRI,SOPWITH,Triplane Replica,L,P
STRI,ST. CROIX,Sopwith Triplane,L,P
STRM,SG AVIATION,Storm,L,P
STST,CFM,SA-2 Star Streak,L,P
STST,CFM,Star Streak,L,P
SU15,SUKHOI,Su-15,L,J
SU17,SUKHOI,Su-17,L,J
SU17,SUKHOI,Su-20,L,J
SU17,SUKHOI,Su-22,L,J
SU24,SUKHOI,Su-24,L,J
SU25,SUKHOI,Scorpion,L,J
SU25,SUKHOI,Su-25,L,J
SU25,SUKHOI,Su-25 Scorpion,L,J
SU25,SUKHOI,Su-28,L,J
SU25,SUKHOI,Su-39,L,J
SU26,SUKHOI,Su-26,L,P
SU27,HINDUSTAN,Su-30,L,J
SU27,SHENYANG,J-11,L,J
SU27,SHENYANG,JJ-11,L,J
SU27,SUKHOI,J-11,L,J
SU27,SUKHOI,JJ-11,L,J
SU27,SUKHOI,Su-27,L,J
SU27,SUKHOI,Su-30,L,J
SU27,SUKHOI,Su-32,L,J
SU27,SUKHOI,Su-33,L,J
SU27,SUKHOI,Su-34,L,J
SU27,SUKHOI,Su-35,L,J
SU27,SUKHOI,Su-37,L,J
SU29,SUKHOI,Su-29,L,P
SU31,SUKHOI,Su-31,L,P
SU38,SUKHOI,Su-38,L,P
SU49,SUKHOI,Su-49,L,P
SU7,SUKHOI,Su-7,L,J
SU80,SUKHOI,Su-80,L,T
SUBA,FUJI,Aero Subaru,L,P
SUBA,FUJI,FA-200 Aero Subaru,L,P
SUCO,BELL,209 SuperCobra,H,T
SUCO,BELL,449 SuperCobra,H,T
SUCO,BELL,AH-1W SuperCobra,H,T
SUCO,BELL,AH-1Z SuperCobra,H,T
SUCO,BELL,SuperCobra,H,T
SUCO,PANHA,2091,H,T
SUNB,VERILITE,100 Sunbird,L,P
SUNB,VERILITE,Sunbird,L,P
SUNV,FOKKER,Super Universal,L,P
SURU,IPT,IPT-16 Surubim,L,P
SURU,IPT,Surubim,L,P
SUSO,VSTOL,SS-2000 Super Solution,L,P
SUSO,VSTOL,Super Solution,L,P
SV4,AIAA,SV-4,L,P
SV4,NORD,SV-4,L,P
SV4,STAMPE,SV-4,L,P
SW2,SWEARINGEN,Merlin 2,L,T
SW2,SWEARINGEN,SA-26 Merlin 2,L,T
SW3,FAIRCHILD,Fairchild 300,L,T
SW3,FAIRCHILD,Merlin 3,L,T
SW3,FAIRCHILD,SA-227TT Fairchild 300,L,T
SW3,FAIRCHILD,SA-227TT Merlin 3,L,T
SW3,FAIRCHILD SWEARINGEN,Fairchild 300,L,T
SW3,FAIRCHILD SWEARINGEN,Merlin 3,L,T
SW3,FAIRCHILD SWEARINGEN,SA-226TB Merlin 3,L,T
SW3,FAIRCHILD SWEARINGEN,SA-227TT Fairchild 300,L,T
SW3,FAIRCHILD SWEARINGEN,SA-227TT Merlin 3,L,T
SW3,SWEARINGEN,Merlin 3,L,T
SW3,SWEARINGEN,SA-226T Merlin 3,L,T
SW3,SWEARINGEN,SA-226TB Merlin 3,L,T
SW4,FAIRCHILD,C-26 Metro,L,T
SW4,FAIRCHILD,Expediter,L,T
SW4,FAIRCHILD,Merlin 23,L,T
SW4,FAIRCHILD,Merlin 4,L,T
SW4,FAIRCHILD,Metro,L,T
SW4,FAIRCHILD,SA-227AC Metro,L,T
SW4,FAIRCHILD,SA-227AT Expediter,L,T
SW4,FAIRCHILD,SA-227AT Merlin 4,L,T
SW4,FAIRCHILD,SA-227BC Metro,L,T
SW4,FAIRCHILD,SA-227CC Metro,L,T
SW4,FAIRCHILD,SA-227DC Expediter,L,T
SW4,FAIRCHILD,SA-227DC Metro,L,T
SW4,FAIRCHILD,SA-227PC Metro,L,T
SW4,FAIRCHILD,UC-26 Merlin 4,L,T
SW4,FAIRCHILD DORNIER,Metro,L,T
SW4,FAIRCHILD DORNIER,SA-227DC Metro,L,T
SW4,FAIRCHILD SWEARINGEN,Expediter,L,T
SW4,FAIRCHILD SWEARINGEN,Merlin 4,L,T
SW4,FAIRCHILD SWEARINGEN,Metro,L,T
SW4,FAIRCHILD SWEARINGEN,SA-226TC Metro,L,T
SW4,FAIRCHILD SWEARINGEN,SA-227AC Metro,L,T
SW4,FAIRCHILD SWEARINGEN,SA-227AT Expediter,L,T
SW4,FAIRCHILD SWEARINGEN,SA-227AT Merlin 4,L,T
SW4,FAIRCHILD SWEARINGEN,SA-227PC Metro,L,T
SW4,SWEARINGEN,Merlin 4,L,T
SW4,SWEARINGEN,Metro,L,T
SW4,SWEARINGEN,SA-226AT Merlin 4,L,T
SW4,SWEARINGEN,SA-226TC Metro,L,T
SWAK,ANGLIN,Space Walker 1,L,P
SWAK,ANGLIN,Space Walker 2,L,P
SWAK,WARNER,Revolution 1,L,P
SWAK,WARNER,Revolution 2,L,P
SWAK,WARNER,Sportster,L,P
SWAT,BHARAT,LT-1 Swati,L,P
SWAT,BHARAT,LT-2 Swati,L,P
SWAT,BHARAT,Swati,L,P
SWIF,SUPERMARINE,Swift,L,J
SWOR,BLACKBURN,Swordfish,L,P
SWOR,FAIREY,Swordfish,L,P
SX30,SWEARINGEN,SX-300,L,P
SYCA,BRISTOL,171 Sycamore,H,P
SYCA,BRISTOL,Sycamore,H,P
SYMP,OMF,OMF-160 Symphony,L,P
SYMP,OMF,Symphony,L,P
SZ45,SZD,Ogar,L,P
SZ45,SZD,SZD-45 Ogar,L,P
SZ9M,SZD,Bocian M-2000,L,P
SZ9M,SZD,SZD-9bis Bocian M-2000,L,P
SZ9M,YALO,Bocian M-2000,L,P
SZ9M,YALO,SZD-9bis Bocian M-2000,L,P
T1,FUJI,T-1,L,J
T1,FUJI,T1F,L,J
T101,AEROPROGRESS,Grach,L,T
T101,AEROPROGRESS,T-101 Grach,L,T
T134,TUPOLEV,Tu-134,L,J
T144,TUPOLEV,Tu-144,L,J
T154,TUPOLEV,Tu-154,L,J
T160,TUPOLEV,Tu-160,L,J
T18,CLASSIC SPORT,S-18,L,P
T18,SUNDERLAND,S-18,L,P
T18,THORP,T-18 Tiger,L,P
T18,THORP,Tiger,L,P
T2,NORTH AMERICAN,Buckeye,L,J
T2,NORTH AMERICAN,T-2 Buckeye,L,J
T2,NORTH AMERICAN ROCKWELL,Buckeye,L,J
T2,NORTH AMERICAN ROCKWELL,T-2 Buckeye,L,J
T2,ROCKWELL,Buckeye,L,J
T2,ROCKWELL,T-2 Buckeye,L,J
T204,TUPOLEV,Tu-204,L,J
T204,TUPOLEV,Tu-214,L,J
T204,TUPOLEV,Tu-224,L,J
T204,TUPOLEV,Tu-234,L,J
T211,AD AEROSPACE,T-211,L,P
T211,ADAMS,T-211,L,P
T211,DM AEROSPACE,T-211,L,P
T211,STARPAC,Phoenix Flyer,L,P
T211,THORP,T-211,L,P
T211,VENTURE,T-211,L,P
T22M,TUPOLEV,Tu-22M,L,J
T250,ANDERSON-GREENWOOD,Aries,L,P
T250,ANDERSON-GREENWOOD,T-250 Aries,L,P
T250,BELLANCA,Aries,L,P
T250,BELLANCA,T-250 Aries,L,P
T28,HAMILTON,Nomair,L,P
T28,HAMILTON,T-28 Nomair,L,P
T28,NORTH AMERICAN,AT-28 Trojan,L,P
T28,NORTH AMERICAN,T-28 Trojan,L,P
T28,NORTH AMERICAN,Trojan,L,P
T28,PACAERO,Nomad,L,P
T28,PACAERO,T-28 Nomad,L,P
T28,PACIFIC AIRMOTIVE,Nomad,L,P
T28,PACIFIC AIRMOTIVE,T-28 Nomad,L,P
T28,SUD,Fennec,L,P
T28,SUD,T-28 Fennec,L,P
T30,TERZI,Katana,L,P
T30,TERZI,T-30 Katana,L,P
T33,CANADAIR,CL-30 Silver Star,L,J
T33,CANADAIR,CT-133 Silver Star,L,J
T33,CANADAIR,Silver Star,L,J
T33,CANADAIR,T-33 Silver Star,L,J
T33,KAWASAKI,T-33,L,J
T33,LOCKHEED,AT-33,L,J
T33,LOCKHEED,L-580 Shooting Star,L,J
T33,LOCKHEED,L-580 T-Bird,L,J
T33,LOCKHEED,NT-33,L,J
T33,LOCKHEED,RT-33,L,J
T33,LOCKHEED,Shooting Star,L,J
T33,LOCKHEED,T-33 Shooting Star,L,J
T33,LOCKHEED,T-33 T-Bird,L,J
T33,LOCKHEED,T-Bird,L,J
T334,TUPOLEV,Tu-334,L,J
T34P,BEECH,45 Mentor,L,P
T34P,BEECH,E-17 Mentor,L,P
T34P,BEECH,Mentor,L,P
T34P,BEECH,T-34A Mentor,L,P
T34P,BEECH,T-34B Mentor,L,P
T34P,CCF,Mentor,L,P
T34P,CCF,T-34 Mentor,L,P
T34P,DINFIA,Mentor,L,P
T34P,DINFIA,T-34 Mentor,L,P
T34P,FUJI,KM-2B Mentor,L,P
T34P,FUJI,Mentor,L,P
T34P,FUJI,T-3 Mentor,L,P
T34P,FUJI,T-34 Mentor,L,P
T34T,BEECH,T-34C Turbo Mentor,L,T
T34T,BEECH,Turbo Mentor,L,T
T34T,FUJI,T-3Kai,L,T
T35,TEMCO,Buckaroo,L,P
T35,TEMCO,T-35 Buckaroo,L,P
T35,TEMCO,TE-1 Buckaroo,L,P
T37,CESSNA,318A,L,J
T37,CESSNA,318B,L,J
T37,CESSNA,318C,L,J
T37,CESSNA,T-37,L,J
T38,NORTHROP,AT-38 Talon,L,J
T38,NORTHROP,N-156T Talon,L,J
T38,NORTHROP,T-38 Talon,L,J
T38,NORTHROP,Talon,L,J
T4,KAWASAKI,T-4,L,J
T40,TURNER,T-40,L,P
T411,AEROPROGRESS,Aist-2,L,P
T411,AEROPROGRESS,T-411 Aist-2,L,P
T411,KHRUNICHEV,Aist,L,P
T411,KHRUNICHEV,T-411 Aist,L,P
T411,KHRUNICHEV,T-411 Wolverine,L,P
T411,KHRUNICHEV,Wolverine,L,P
T415,KHRUNICHEV,Snegir,L,P
T415,KHRUNICHEV,T-415 Snegir,L,P
T5,FUJI,KM-2D,L,T
T5,FUJI,KM-2Kai,L,T
T5,FUJI,T-5,L,T
T50,CESSNA,AT-17 Bobcat,L,P
T50,CESSNA,AT-8 Bobcat,L,P
T50,CESSNA,Bobcat,L,P
T50,CESSNA,Crane,L,P
T50,CESSNA,T-50 Bobcat,L,P
T50,CESSNA,UC-78 Bobcat,L,P
T6,CCF,Harvard,L,P
T6,CCF,T-6 Harvard,L,P
T6,NOORDUYN,AT-16 Harvard,L,P
T6,NOORDUYN,Harvard,L,P
T6,NORTH AMERICAN,AT-6 Texan,L,P
T6,NORTH AMERICAN,BC-1,L,P
T6,NORTH AMERICAN,Harvard,L,P
T6,NORTH AMERICAN,SNJ Texan,L,P
T6,NORTH AMERICAN,T-6 Texan,L,P
T6,NORTH AMERICAN,Texan,L,P
T7,FUJI,T-7,L,T
TA15,TAYLORCRAFT,15 Foursome,L,P
TA15,TAYLORCRAFT,15 Tourist,L,P
TA15,TAYLORCRAFT,Foursome,L,P
TA15,TAYLORCRAFT,Tourist,L,P
TA16,THURSTON,Seafire,A,P
TA16,THURSTON,TA-16 Seafire,A,P
TA16,THURSTON,TA-16 Trojan,A,P
TA16,THURSTON,Trojan,A,P
TA20,TAYLORCRAFT,20 Ranchwagon,L,P
TA20,TAYLORCRAFT,20 Seabird,L,P
TA20,TAYLORCRAFT,20 Topper,L,P
TA20,TAYLORCRAFT,20 Zephyr 400,L,P
TA20,TAYLORCRAFT,Ranchwagon,L,P
TA20,TAYLORCRAFT,Seabird,L,P
TA20,TAYLORCRAFT,Topper,L,P
TA20,TAYLORCRAFT,Zephyr 400,L,P
TAA1,SCALED,TAA-1,L,P
TAA1,TOYOTA,TAA-1,L,P
TAGO,TEAM TANGO,Tango-2,L,P
TAIL,AIRCRAFT SPRUCE,Tailwind,L,P
TAIL,AIRCRAFT SPRUCE,W-10 Tailwind,L,P
TAIL,AJEP,Tailwind,L,P
TAIL,AJEP,W-8 Tailwind,L,P
TAIL,WITTMAN,Tailwind,L,P
TAIL,WITTMAN,W-10 Tailwind,L,P
TAIL,WITTMAN,W-8 Tailwind,L,P
TAIL,WITTMAN,W-9 Tailwind,L,P
TAMP,SOCATA,Tampico,L,P
TAMP,SOCATA,TB-9 Tampico,L,P
TARO,ANAHUAC,Tauro,L,P
TAYA,TAYLORCRAFT,A,L,P
TAYA,TAYLOR-YOUNG,A,L,P
TAYB,TAYLORCRAFT,Ace,L,P
TAYB,TAYLORCRAFT,BC,L,P
TAYB,TAYLORCRAFT,BC Ace,L,P
TAYB,TAYLORCRAFT,BC Sportsman,L,P
TAYB,TAYLORCRAFT,BC Traveller,L,P
TAYB,TAYLORCRAFT,BC Twosome,L,P
TAYB,TAYLORCRAFT,BF,L,P
TAYB,TAYLORCRAFT,BL,L,P
TAYB,TAYLORCRAFT,Sportsman (BC),L,P
TAYB,TAYLORCRAFT,Traveller,L,P
TAYB,TAYLORCRAFT,Twosome,L,P
TAYB,TAYLOR-YOUNG,BC,L,P
TAYB,TAYLOR-YOUNG,BF,L,P
TAYB,TAYLOR-YOUNG,BL,L,P
TAYD,TAYLORCRAFT,DC,L,P
TAYD,TAYLORCRAFT,DCO,L,P
TAYD,TAYLORCRAFT,DF,L,P
TAYD,TAYLORCRAFT,DL,L,P
TAYD,TAYLORCRAFT,L-2,L,P
TAYD,TAYLORCRAFT,O-57,L,P
TB05,AMC,Texas Bullet 205,L,P
TB30,AEROSPATIALE,Epsilon,L,P
TB30,AEROSPATIALE,TB-30 Epsilon,L,P
TB30,OGMA,Epsilon,L,P
TB30,OGMA,TB-30 Epsilon,L,P
TB30,SOCATA,Epsilon,L,P
TB30,SOCATA,TB-30 Epsilon,L,P
TB31,SOCATA,Omega,L,T
TB31,SOCATA,TB-31 Omega,L,T
TBEE,UNITED CONSULTANT,Twin Bee,A,P
TBEE,UNITED CONSULTANT,UC-1 Twin Bee,A,P
TBM,GENERAL MOTORS,Avenger,L,P
TBM,GENERAL MOTORS,TBM Avenger,L,P
TBM,GRUMMAN,Avenger,L,P
TBM,GRUMMAN,G-40 Avenger,L,P
TBM,GRUMMAN,TBF Avenger,L,P
TBM7,SOCATA,TBM-700,L,T
TBM7,TBM,TBM-700,L,T
TBR3,GOLDEN CIRCLE,T-Bird 2 Cargo,L,P
TBR3,GOLDEN CIRCLE,T-Bird 3,L,P
TC2,AERO MIRAGE,TC-2,L,P
TCAT,GRUMMAN,F7F Tigercat,L,P
TCAT,GRUMMAN,G-51 Tigercat,L,P
TCAT,GRUMMAN,Tigercat,L,P
TCOU,HELIO,H-500 Twin Courier,L,P
TCOU,HELIO,Twin Courier,L,P
TCOU,HELIO,U-5 Twin Courier,L,P
TD2,TURBINE DESIGN,TD-2 Tempest,L,T
TD2,TURBINE DESIGN,Tempest,L,T
TEAL,SCHWEIZER,Teal,A,P
TEAL,SCHWEIZER,TSC-1 Teal,A,P
TEAL,TEAL,Teal,A,P
TEAL,TEAL,TSC-1 Teal,A,P
TEAL,THURSTON,Teal,A,P
TEAL,THURSTON,TSC-1 Teal,A,P
TERM,SMITH,Termite,L,P
TEX2,RAYTHEON,3000 Harvard 2,L,T
TEX2,RAYTHEON,3000 Texan 2,L,T
TEX2,RAYTHEON,CT-156 Harvard 2,L,T
TEX2,RAYTHEON,Harvard 2,L,T
TEX2,RAYTHEON,T-6 Texan 2,L,T
TEX2,RAYTHEON,Texan 2,L,T
TF19,TAYLORCRAFT,19 Sportsman,L,P
TF19,TAYLORCRAFT,F-19 Sportsman,L,P
TF19,TAYLORCRAFT,Sportsman (F-19),L,P
TF21,TAYLOR KITS,T-Kraft,L,P
TF21,TAYLORCRAFT,F-21,L,P
TF22,TAYLORCRAFT,Classic,L,P
TF22,TAYLORCRAFT,F-22 Classic,L,P
TF22,TAYLORCRAFT,F-22 Ranger,L,P
TF22,TAYLORCRAFT,F-22 Tracker,L,P
TF22,TAYLORCRAFT,F-22 Tri-Classic,L,P
TF22,TAYLORCRAFT,F-22 Trooper,L,P
TF22,TAYLORCRAFT,Ranger,L,P
TF22,TAYLORCRAFT,Tracker,L,P
TF22,TAYLORCRAFT,Tri-Classic,L,P
TF22,TAYLORCRAFT,Trooper,L,P
TFK2,TECHNOFLUG,Carat,L,P
TFK2,TECHNOFLUG,TFK-2 Carat,L,P
TFOC,THUNDER WINGS,Focke-Wulf Fw-190,L,P
TFUN,TWI,Taifun,L,P
TFUN,VALENTIN,Taifun,L,P
TGRS,LANCAIR,Tigress,L,P
TIGR,EUROCOPTER,EC-665 Tiger,H,T
TIGR,EUROCOPTER,EC-665 Tigre,H,T
TIGR,EUROCOPTER,Tiger,H,T
TIGR,EUROCOPTER,Tigre,H,T
TIJU,AVIONS FAIREY,Tipsy Junior,L,P
TIJU,TIPSY,Junior,L,P
TIPB,AVIONS FAIREY,Tipsy B,L,P
TIPB,AVIONS FAIREY,Tipsy BC,L,P
TIPB,AVIONS FAIREY,Tipsy Belfair,L,P
TIPB,AVIONS FAIREY,Tipsy Trainer,L,P
TIPB,BRIAN ALLEN,Tipsy B,L,P
TIPB,BRIAN ALLEN,Tipsy Trainer,L,P
TIPB,TIPSY,B,L,P
TIPB,TIPSY,BC,L,P
TIPB,TIPSY,Belfair,L,P
TIPB,TIPSY,Trainer,L,P
TJET,MAVERICK,Leader,L,J
TJET,MAVERICK,TJ-1500 Leader,L,J
TJET,MAVERICK,TJ-1500 TwinJet,L,J
TJET,MAVERICK,TwinJet,L,J
TLEG,LEGEND,Turbine Legend,L,T
TLEG,PERFORMANCE,Turbine Legend,L,T
TM5,TM AIRCRAFT,TM-5,L,P
TMOT,FISHER,R-80 Tiger Moth,L,P
TMOT,FISHER,RS-80 Tiger Moth,L,P
TMOT,FISHER,Tiger Moth,L,P
TMUS,PAPA 51,Thunder Mustang,L,P
TNAV,CAMAIR,480 Twin Navion,L,P
TNAV,CAMAIR,Twin Navion,L,P
TNAV,RILEY,55 Twin Navion,L,P
TNAV,RILEY,Twin Navion,L,P
TNAV,TEMCO,D-16 Twin Navion,L,P
TNAV,TEMCO,Twin Navion,L,P
TOBA,SOCATA,TB-10 Tobago,L,P
TOBA,SOCATA,TB-200 Tobago,L,P
TOBA,SOCATA,Tobago,L,P
TOOT,MEYER,Little Toot,L,P
TOR,AERITALIA,Tornado,L,J
TOR,BAC,Tornado,L,J
TOR,BRITISH AEROSPACE,Tornado,L,J
TOR,MBB,Tornado,L,J
TOR,PANAVIA,Tornado,L,J
TOUR,AESL,Airtourer,L,P
TOUR,MILLICER,AirTourer,L,P
TOUR,MILLICER,M-10 AirTourer,L,P
TOUR,VICTA,Airtourer,L,P
TOXO,CAG,Toxo,L,P
TP40,THUNDER WINGS,Curtiss P-40,L,P
TPIL,ENAER,Aucán,L,T
TPIL,ENAER,T-35DT Turbo Pillán,L,T
TPIL,ENAER,T-35TX Aucán,L,T
TPIL,ENAER,Turbo Pillán,L,T
TPIN,SCOTTISH AVIATION,Twin Pioneer,L,P
TR1,TRIDENT,TR-1 Trigull,A,P
TR1,TRIDENT,Trigull,A,P
TR20,FEUGRAY,TR-200,L,P
TR20,TECH'AERO,TR-200,L,P
TR26,FEUGRAY,Sirius,L,P
TR26,FEUGRAY,TR-260 Sirius,L,P
TRAP,CAPELLA,T-Raptor,L,P
TRBA,PODESVA,Trener Baby,L,P
TRF1,TEAM ROCKET,F-1,L,P
TRID,DE HAVILLAND,DH-121 Trident,L,J
TRID,DE HAVILLAND,Trident,L,J
TRID,HAWKER SIDDELEY,HS-121 Trident,L,J
TRID,HAWKER SIDDELEY,Trident,L,J
TRIN,SOCATA,Pashosh,L,P
TRIN,SOCATA,TB-20 Pashosh,L,P
TRIN,SOCATA,TB-20 Trinidad,L,P
TRIN,SOCATA,TB-21 Trinidad,L,P
TRIN,SOCATA,Trinidad,L,P
TRIS,ANGLO NORMANDY,BN-2A Mk3 Trislander,L,P
TRIS,ANGLO NORMANDY,Trislander,L,P
TRIS,AVIONS FAIREY,BN-2A Mk3 Trislander,L,P
TRIS,AVIONS FAIREY,Trislander,L,P
TRIS,BRITTEN-NORMAN,BN-2A Mk3 Trislander,L,P
TRIS,BRITTEN-NORMAN,Trislander,L,P
TRIS,PILATUS BRITTEN-NORMAN,BN-2A Mk3 Trislander,L,P
TRIS,PILATUS BRITTEN-NORMAN,Trislander,L,P
TRMA,STINSON,A Tri-Motor,L,P
TRMA,STINSON,Tri-Motor (A),L,P
TRWN,PACIFIC AIRMOTIVE,Tradewind,L,P
TS11,PZL-MIELEC,Iskra,L,J
TS11,PZL-MIELEC,TS-11 Iskra,L,J
TS8,PZL-MIELEC,Bies,L,P
TS8,PZL-MIELEC,TS-8 Bies,L,P
TSPT,THUNDER WINGS,Supermarine Spitfire,L,P
TSTR,AIR & SPACE,Twinstar,G,P
TSTR,FARRINGTON,Twinstar,G,P
TTWO,PARKER,Teenie Two,L,P
TU16,TUPOLEV,Tu-16,L,J
TU16,XIAN,H-6,L,J
TU22,TUPOLEV,Tu-22,L,J
TU4,TUPOLEV,Tu-4,L,T
TU95,TUPOLEV,Tu-142,L,T
TU95,TUPOLEV,Tu-20,L,T
TU95,TUPOLEV,Tu-95,L,T
TUCA,AOI,EMB-312 Tucano,L,T
TUCA,AOI,Tucano,L,T
TUCA,EMBRAER,A-27 Tucano,L,T
TUCA,EMBRAER,EMB-312 Tucano,L,T
TUCA,EMBRAER,EMB-312F Tucano,L,T
TUCA,EMBRAER,T-27 Tucano,L,T
TUCA,EMBRAER,Tucano,L,T
TUCA,SHORT,S-312 Tucano,L,T
TUCA,SHORT,Tucano,L,T
TUTR,AVRO,621 Tutor,L,P
TUTR,AVRO,Tutor,L,P
TVL4,TRAVEL AIR,4,L,P
TVL4,TRAVEL AIR,4000,L,P
TVLB,BEL-AIRE,2000,L,P
TVLB,TRAVEL AIR,2000,L,P
TVLB,TRAVEL AIR,B,L,P
TWSP,TIME WARP,Spitfire,L,P
TZRV,IRIAF,JT-2-2 Tazarve,L,J
TZRV,IRIAF,Tazarve,L,J
U16,GRUMMAN,Albatross,A,P
U16,GRUMMAN,G-111 Albatross,A,P
U16,GRUMMAN,G-64 Albatross,A,P
U16,GRUMMAN,HU-16 Albatross,A,P
U16,GRUMMAN,SA-16 Albatross,A,P
U16,GRUMMAN,UF Albatross,A,P
U2,LOCKHEED,ER-2,L,J
U2,LOCKHEED,U-2,L,J
U21,BEECH,90 (A90-1) Ute,L,T
U21,BEECH,90 (A90-2) Ute,L,T
U21,BEECH,90 (A90-3) Ute,L,T
U21,BEECH,90 (A90-4) Ute,L,T
U21,BEECH,EU-21 Ute,L,T
U21,BEECH,JU-21 Ute,L,T
U21,BEECH,RU-21 Ute,L,T
U21,BEECH,U-21A Ute,L,T
U21,BEECH,U-21G Ute,L,T
U21,BEECH,Ute (U-21A/G),L,T
U22,BEECH,1074,L,P
U22,BEECH,1079,L,P
U22,BEECH,QU-22,L,P
UBAT,AUSTRALITE,Ultrabat,L,P
UFHT,UFO,HeliThruster,G,P
UH1,AGUSTA,AB-204,H,T
UH1,AGUSTA,AB-205,H,T
UH1,AGUSTA,HD-10,H,T
UH1,AGUSTA,HE-10,H,T
UH1,AGUSTA,Hkp3,H,T
UH1,AIDC,UH-1,H,T
UH1,BELL,204,H,T
UH1,BELL,205,H,T
UH1,BELL,CH-118,H,T
UH1,BELL,CUH-1H,H,T
UH1,BELL,EH-1 Iroquois,H,T
UH1,BELL,HD-10,H,T
UH1,BELL,HH-1 Iroquois,H,T
UH1,BELL,Huey,H,T
UH1,BELL,Iroquois,H,T
UH1,BELL,SH-1 Iroquois,H,T
UH1,BELL,TH-1E Iroquois,H,T
UH1,BELL,TH-1F Iroquois,H,T
UH1,BELL,TH-1L Iroquois,H,T
UH1,BELL,UH-1A Iroquois,H,T
UH1,BELL,UH-1B Iroquois,H,T
UH1,BELL,UH-1C Iroquois,H,T
UH1,BELL,UH-1D Iroquois,H,T
UH1,BELL,UH-1E Iroquois,H,T
UH1,BELL,UH-1F Iroquois,H,T
UH1,BELL,UH-1H Iroquois,H,T
UH1,BELL,UH-1L Iroquois,H,T
UH1,BELL,UH-1M Iroquois,H,T
UH1,BELL,UH-1V Iroquois,H,T
UH1,DORNIER,UH-1,H,T
UH1,FUJI,204,H,T
UH1,FUJI,205,H,T
UH1,FUJI,UH-1,H,T
UH1,GLOBAL,Huey 800,H,T
UH1,PANHA,Shabaviz 2-75,H,T
UH1,UNC,Ultra Huey,H,T
UH12,FAIRCHILD HILLER,E4,H,P
UH12,FAIRCHILD HILLER,L3,H,P
UH12,FAIRCHILD HILLER,L4,H,P
UH12,FAIRCHILD HILLER,OH-23 Raven,H,P
UH12,FAIRCHILD HILLER,Raven,H,P
UH12,FAIRCHILD HILLER,SL3,H,P
UH12,FAIRCHILD HILLER,SL4,H,P
UH12,FAIRCHILD HILLER,UH-12E,H,P
UH12,HILLER,H-23 Raven,H,P
UH12,HILLER,HTE Raven,H,P
UH12,HILLER,OH-23 Raven,H,P
UH12,HILLER,Raven,H,P
UH12,HILLER,UH-12B,H,P
UH12,HILLER,UH-12C,H,P
UH12,HILLER,UH-12E,H,P
UH12,HILLER,UH-12E3,H,P
UH12,HILLER,UH-12E4,H,P
UH12,HILLER,UH-12E5,H,P
UH12,HILLER,UH-12L3,H,P
UH12,HILLER,UH-12L4,H,P
UH12,HILLER,UH-12SL3,H,P
